JOB 33 -  - PAGAMENTO DA PRODUÇÃO. ATENTE-SE,,,20/07/2025,"25.985,00",,,,,,,,,,,,,#N/A,20,1
,,,13/08/2025,"8.000,00",,,,,,,,,,,,,#N/A,30,7
 ,,,19/08/2025,"16.675,50",,,,,,,,,,,,,#N/A,30,7
,,,22/08/2025,"155.000,00",,,,,,,,,,,,,#N/A,30,7
,,,29/08/2025,129514,,,,,,,,,,,,,#N/A,30,7
,,,03/09/2025,6300,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7
,,,,,,,,,,,,,,,,,#N/A,30,7